OrderID	OrderType	Status	Symbol	Time	Comment	Volume	Price	TakeProfit	StopLoss	Profit	Swap	Commission	Balance	Equity	Margin	FreeMargin
24	buy	OPEN	USDCHF	02:01:2018 19:00:00	CSV Order #12	0.1	0.97184	0.97284	0.9713400000000001	0.0	0.0	0.0	9973.14	9972.83	100.0	9872.83
25	buy	OPEN	USDCHF	02:01:2018 20:00:00	CSV Order #13	0.1	0.97246	0.97346	0.97196	0.0	0.0	0.0	9973.14	9979.1	200.0	9779.1
26	buy	OPEN	USDCHF	02:01:2018 21:00:00	CSV Order #14	0.1	0.97249	0.97349	0.97199	0.0	0.0	0.0	9973.14	9979.21	300.0	9679.21
26	buy	CLOSE	USDCHF	02:01:2018 21:58:34	CSV Order #14 - CLOSED	0.1	0.97199	0.0	0.0	-5.489999999999999	0.0	-0.35000000000000003	9968.0	9964.7	200.0	9764.7
25	buy	CLOSE	USDCHF	02:01:2018 21:58:59	CSV Order #13 - CLOSED	0.1	0.97192	0.0	0.0	-5.91	0.0	-0.35000000000000003	9962.44	9963.26	100.0	9863.26
29	buy	OPEN	USDCHF	02:01:2018 22:00:00	CSV Order #15	0.1	0.97194	0.97294	0.9714400000000001	0.0	0.0	0.0	9962.44	9962.85	200.0	9762.85
0	SYSTEM	AUTO_CLOSE	USDCHF	02:01:2018 23:00:00	Auto-closed 2 positions at 23:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9958.33	9958.33	0.0	9958.33
24	buy	CLOSE	USDCHF	02:01:2018 23:00:00	CSV Order #12 - CLOSED	0.1	0.97169	0.0	0.0	-1.8900000000000001	0.0	-0.35000000000000003	9958.33	9958.33	0.0	9958.33
29	buy	CLOSE	USDCHF	02:01:2018 23:00:00	CSV Order #15 - CLOSED	0.1	0.97169	0.0	0.0	-2.92	0.0	-0.35000000000000003	9958.33	9958.33	0.0	9958.33
32	buy	OPEN	USDCHF	02:01:2018 23:00:00	CSV Order #16	0.1	0.97174	0.97274	0.9712400000000001	0.0	0.0	0.0	9958.33	9957.82	100.0	9857.82
32	buy	CLOSE	USDCHF	03:01:2018 00:39:40	CSV Order #16 - CLOSED	0.1	0.97121	0.0	0.0	-5.8	0.01	-0.35000000000000003	9952.88	9952.88	0.0	9952.88
34	sell	OPEN	USDCHF	03:01:2018 08:00:00	CSV Order #17	0.1	0.9717	0.9707	0.9722	0.0	0.0	0.0	9952.88	9952.47	100.0	9852.47
